geneid	chr	left	right
MFSD9	chr2	103332299	103353313
MGA	chr15	41952610	42062141
MGAM	chr7	141607613	141720880
MGARP	chr4	140187317	140201492
MGAT1	chr5	180217541	180242541
MGAT2	chr14	50087489	50090198
MGAT3	chr22	39853349	39888199
MGAT4A	chr2	99235569	99347589
MGAT4B	chr5	179224597	179233934
MGAT4C	chr12	86372524	87232662
MGAT5	chr2	134877753	135212192
MGAT5B	chr17	74864538	74946459
MGC10955	chr2	74361599	74362521
MGC4294	chr20	57209828	57210772
MGC4771	chr2	232571517	232571621
MGEA5	chr10	103544200	103578222
MGLL	chr3	127407911	127542051
MGME1	chr20	17949556	17971765
MGMT	chr10	131265448	131566271
MGP	chr12	15034115	15038860
MGRN1	chr16	4674791	4740973
MGST1	chr12	16500628	16530126
MGST2	chr4	140586922	140625407
MGST3	chr1	165600450	165631033
MIA	chr19	41277553	41281666
MIA2	chr14	39703120	39722859
MIA3	chr1	222791428	222841354
MIB1	chr18	19321281	19450918
MIB2	chr1	1550795	1565990
MICA	chr6	31371356	31383092
MICAL1	chr6	109765268	109787171
MICAL2	chr11	12115543	12284466
MICAL3	chr22	18270415	18507325
MICALCL	chr11	12308447	12380691
MICALL1	chr22	38302304	38338829
MICALL2	chr7	1474002	1499138
MICB	chr6	31462658	31477974
MICU1	chr10	74127098	74385899
MICU2	chr13	22066839	22178353
MICU3	chr8	16884747	16980153
MID1	chrX	10413596	10851773
MID1IP1	chrX	38660685	38665781
MID2	chrX	107069109	107170423
MIDN	chr19	1248552	1259139
MIEF1	chr22	39898358	39914137
MIEF2	chr17	18163848	18169866
MIEN1	chr17	37885409	37887040
MIER1	chr1	67390578	67454302
MIER2	chr19	305575	344793
MIER3	chr5	56215430	56247952
MIF	chr22	24236191	24237413
MIF4GD	chr17	73262309	73267299
MIIP	chr1	12079523	12092102
MILR1	chr17	62461569	62464760
MINA	chr3	97660662	97691301
MINK1	chr17	4736683	4801348
MINOS1	chr1	19923484	19956314
MINOS1-NBL1	chr1	19923473	19984549
MINPP1	chr10	89264632	89313145
MIOS	chr7	7606503	7647127
MIOX	chr22	50925305	50929077
MIP	chr12	56843286	56848426
MIPEP	chr13	24304328	24463558
MIPOL1	chr14	37667155	38021566
MIS12	chr17	5389716	5394057
MIS18A	chr21	33640530	33651380
MIS18BP1	chr14	45672393	45722605
MISP	chr19	751126	764319
MITD1	chr2	99778410	99797390
MITF	chr3	69788586	70017487
MIXL1	chr1	226411319	226414755
MKI67	chr10	129894923	129924649
MKI67IP	chr2	122484521	122494499
MKKS	chr20	10381657	10414870
MKL1	chr22	40806285	41032689
MKL2	chr16	14165179	14360628
MKLN1	chr7	130794855	131172603
MKNK1	chr1	47023091	47069966
MKNK2	chr19	2037481	2051243
MKRN1	chr7	140152840	140179369
MKRN2	chr3	12598513	12625212
MKRN3	chr15	23810864	23856711
MKS1	chr17	56283101	56296966
MKX	chr10	27961804	28034989
MLANA	chr9	5890802	5910606
MLC1	chr22	50497820	50524331
MLEC	chr12	121124672	121139667
MLF1	chr3	158288952	158324249
MLF1IP	chr4	185615772	185655287
MLF2	chr12	6857961	6876641
MLH1	chr3	37035339	37107380
MLH3	chr14	75480467	75518235
MLIP	chr6	53883714	54131078
MLK4	chr1	233463514	233520894
MLKL	chr16	74705759	74734812
MLLT1	chr19	6212966	6279959
MLLT10	chr10	21823102	22032559
MLLT11	chr1	151030234	151040970
MLLT3	chr9	20341663	20622542
MLLT4	chr6	168227671	168372702
MLLT6	chr17	36861795	36886056
MLN	chr6	33762450	33771788
MLNR	chr13	49794474	49796513
MLPH	chr2	238395811	238463961
MLST8	chr16	2255178	2259397
MLTK	chr2	173940687	174132738
MLX	chr17	40719086	40725257
MLXIP	chr12	122516628	122631894
MLXIPL	chr7	73007524	73038870
MLYCD	chr16	83932731	83949787
MMAA	chr4	146539415	146581187
MMAB	chr12	109991542	110011679
MMACHC	chr1	45965725	45976739
MMADHC	chr2	150426148	150444330
MMD	chr17	53469974	53499353
MMD2	chr7	4945620	4998843
MME	chr3	154741913	154898638
MMEL1	chr1	2522081	2564481
MMGT1	chrX	135044229	135056222
MMP1	chr11	102660651	102668891
MMP10	chr11	102641234	102651359
MMP11	chr22	24115006	24126503
MMP13	chr11	102813724	102826463
MMP14	chr14	23305766	23316970
MMP15	chr16	58059470	58080805
MMP16	chr8	89044237	89339717
MMP17	chr12	132312938	132336316
MMP19	chr12	56230210	56236706
MMP2	chr16	55423612	55540149
MMP20	chr11	102447566	102496063
MMP21	chr10	127455022	127464390
MMP23B	chr1	1567474	1570030
MMP24	chr20	33814457	33864801
MMP25	chr16	3096682	3110727
MMP26	chr11	4788500	5013659
MMP27	chr11	102562218	102576537
MMP28	chr17	34105509	34122711
MMP3	chr11	102706532	102714534
MMP7	chr11	102391239	102401484
MMP8	chr11	102582526	102595685
MMP9	chr20	44637547	44645200
MMRN1	chr4	90800683	90875780
MMRN2	chr10	88703629	88729069
MMS19	chr10	99218081	99258515
MMS22L	chr6	97590037	97731052
MN1	chr22	28144265	28197486
MNAT1	chr14	61201480	61436671
MND1	chr4	154265801	154336270
MNDA	chr1	158801107	158819294
MNS1	chr15	56720929	56757335
MNT	chr17	2287354	2304412
MNX1	chr7	156786745	156802391
MOAP1	chr14	93648541	93651273
MOB1A	chr2	74379655	74405995
MOB1B	chr4	71768053	71853885
MOB2	chr11	1491192	1507976
MOB3A	chr19	2071037	2096331
MOB3B	chr9	27325207	27529779
MOB3C	chr1	47073387	47082563
MOB4	chr2	198380295	198418423
MOBP	chr3	39509096	39557494
MOCOS	chr18	33767482	33852120
MOCS1	chr6	39872034	39902290
MOCS2	chr5	52391509	52405601
MOCS3	chr20	49575363	49577820
MOG	chr6	29624758	29640149
MOGAT1	chr2	223536505	223574649
MOGAT2	chr11	75428864	75442660
MOGAT3	chr7	100838288	100844302
MOGS	chr2	74688184	74692537
MOK	chr14	102692622	102771531
MON1A	chr3	49946306	49967606
MON1B	chr16	77224816	77236302
MON2	chr12	62860597	62991363
MORC1	chr3	108677086	108836989
MORC2	chr22	31321117	31364284
MORC3	chr21	37692487	37748944
MORC4	chrX	106057101	106236570
MORF4L1	chr15	79102829	79190072
MORF4L2	chrX	102930428	102943086
MORN1	chr1	2252692	2323146
MORN2	chr2	39103103	39109850
MORN3	chr12	122089024	122107560
MORN4	chr10	99374312	99393344
MORN5	chr9	124922190	124962367
MOS	chr8	57025501	57026541
MOSPD1	chrX	134021656	134049297
MOSPD2	chrX	14891563	14940449
MOSPD3	chr7	100209725	100212949
MOV10	chr1	113217043	113243368
MOV10L1	chr22	50528308	50600047
MOXD1	chr6	132617194	132722684
MPC1	chr6	166778407	166796486
MPC2	chr1	167885967	167905278
MPDU1	chr17	7487171	7496107
MPDZ	chr9	13105703	13279589
MPEG1	chr11	58975983	58980424
MPG	chr16	127018	135839
MPHOSPH10	chr2	71357444	71377231
MPHOSPH6	chr16	82181767	82203831
MPHOSPH8	chr13	20207821	20247599
MPHOSPH9	chr12	123638762	123717670
MPI	chr15	75182348	75191798
MPL	chr1	43803478	43818443
MPLKIP	chr7	40165622	40174258
MPND	chr19	4343524	4360083
MPO	chr17	56347217	56358296
MPP1	chrX	154012306	154049282
MPP2	chr17	41952725	41985113
MPP3	chr17	41878811	41910538
MPP4	chr2	202509593	202563417
MPP5	chr14	67707826	67802536
MPP6	chr7	24612965	24733812
MPP7	chr10	28343072	28623415
MPPE1	chr18	11882621	11909222
MPPED1	chr22	43807202	43903728
MPPED2	chr11	30406040	30607828
MPRIP	chr17	16946074	17095962
MPST	chr22	37415676	37425842
MPV17	chr2	27532362	27548547
MPV17L	chr16	15489611	15507125
MPV17L2	chr19	18303992	18307552
MPZ	chr1	161274525	161279762
MPZL1	chr1	167691187	167761156
MPZL2	chr11	118124118	118134997
MPZL3	chr11	118097409	118123065
MR1	chr1	181003139	181031074
MRAP	chr21	33664124	33687092
MRAP2	chr6	84743475	84800600
MRAS	chr3	138066539	138124375
MRC1	chr10	18098352	18200091
MRC1L1	chr10	17851362	17953178
MRC2	chr17	60704762	60770958
MRE11A	chr11	94152895	94227074
MREG	chr2	216809711	216898819
MRFAP1	chr4	6641818	6644456
MRFAP1L1	chr4	6709428	6711607
MRGBP	chr20	61427805	61431945
MRGPRD	chr11	68747490	68748455
MRGPRE	chr11	3248928	3253616
MRGPRF	chr11	68771866	68780877
MRGPRG	chr11	3239174	3240043
MRGPRX1	chr11	18955360	18956556
MRGPRX2	chr11	19076002	19082228
MRGPRX3	chr11	18142502	18160027
MRGPRX4	chr11	18194384	18195827
MRI1	chr19	13875346	13885096
MRM1	chr17	34958001	34965407
MRO	chr18	48324747	48351772
MROH1	chr8	145202939	145316643
MROH2A	chr2	234686976	234742069
MROH2B	chr5	40998124	41071405
MROH5	chr8	142505011	142506859
MROH6	chr8	144648357	144655141
MROH7	chr1	55107466	55175932
MROH8	chr20	35729629	35807962
MROH9	chr1	170904612	171033906
MRP63	chr13	21750784	21753223
MRPL1	chr4	78783674	78873944
MRPL10	chr17	45900638	45908883
MRPL11	chr11	66202546	66206319
MRPL12	chr17	79670387	79674556
MRPL13	chr8	121408086	121457626
MRPL14	chr6	44081194	44095194
MRPL15	chr8	55047770	55060461
MRPL16	chr11	59573608	59578345
MRPL17	chr11	6702013	6704632
MRPL18	chr6	160211498	160219468
MRPL19	chr2	75873920	75917885
MRPL2	chr6	43021767	43027544
MRPL20	chr1	1337288	1342693
MRPL21	chr11	68658744	68671288
MRPL22	chr5	154320630	154348971
MRPL23	chr11	1968562	2005752
MRPL24	chr1	156707322	156711382
MRPL27	chr17	48445228	48450575
MRPL28	chr16	417384	420527
MRPL3	chr3	131181056	131221813
MRPL30	chr2	99771461	99811761
MRPL32	chr7	42971799	42977456
MRPL33	chr2	27994584	28002608
MRPL34	chr19	17403418	17417464
MRPL35	chr2	86426580	86440917
MRPL36	chr5	1798500	1801480
MRPL37	chr1	54665869	54691137
MRPL38	chr17	73894726	73905899
MRPL39	chr21	26957968	26979829
MRPL4	chr19	10362640	10370719
MRPL40	chr22	19419425	19423598
MRPL41	chr9	140445651	140447007
MRPL42	chr12	93861264	93897545
MRPL43	chr10	102729215	102746953
MRPL44	chr2	224822121	224832431
MRPL45	chr17	36452989	36479101
MRPL46	chr15	89002707	89010650
MRPL47	chr3	179306073	179322442
MRPL48	chr11	73498361	73575656
MRPL49	chr11	64889800	64894843
MRPL50	chr9	104149915	104160896
MRPL51	chr12	6601317	6603006
MRPL52	chr14	23299092	23304246
MRPL53	chr2	74699085	74700449
MRPL54	chr19	3762703	3768573
MRPL55	chr1	228294381	228297013
MRPL9	chr1	151732119	151736040
MRPS10	chr6	42174539	42185603
MRPS11	chr15	89010684	89022222
MRPS12	chr19	39421188	39423660
MRPS14	chr1	174982094	174992561
MRPS15	chr1	36921319	36930038
MRPS16	chr10	75006510	75012390
MRPS17	chr7	55954970	56022932
MRPS18A	chr6	43639040	43655528
MRPS18B	chr6	30585486	30594172
MRPS18C	chr4	84377236	84388657
MRPS2	chr9	138391830	138396519
MRPS21	chr1	150266289	150281414
MRPS22	chr3	138724648	139075888
MRPS23	chr17	55916842	55927417
MRPS24	chr7	43906157	43909156
MRPS25	chr3	15090025	15106842
MRPS26	chr20	3026591	3028900
MRPS27	chr5	71515236	71616088
MRPS28	chr8	80830952	80942506
MRPS30	chr5	44809027	44815624
MRPS31	chr13	41303440	41345309
MRPS33	chr7	140705968	140715028
MRPS34	chr16	1821891	1823156
MRPS35	chr12	27863706	27909228
MRPS36	chr5	68513587	68525956
MRPS5	chr2	95752952	95787745
MRPS6	chr21	35445823	35515334
MRPS7	chr17	73257755	73262454
MRPS9	chr2	105654441	105716418
MRRF	chr9	125026882	125085740
MRS2	chr6	24403153	24425809
MRTO4	chr1	19578033	19586622
MRVI1	chr11	10594638	10715535
MS4A1	chr11	60223282	60238225
MS4A10	chr11	60552821	60568778
MS4A12	chr11	60260251	60274903
MS4A13	chr11	60282886	60310194
MS4A14	chr11	60146003	60185161
MS4A15	chr11	60524476	60544204
MS4A18	chr11	60496789	60511239
MS4A2	chr11	59856137	59863444
MS4A3	chr11	59824101	59838587
MS4A4A	chr11	60048059	60076445
MS4A4E	chr11	59968726	60010561
MS4A5	chr11	60197062	60215265
MS4A6A	chr11	59939488	59952139
MS4A6E	chr11	60102304	60108441
MS4A7	chr11	60145958	60163424
MS4A8	chr11	60467047	60483284
MSANTD1	chr4	3250886	3264268
MSANTD2	chr11	124636394	124670569
MSANTD3	chr9	103189438	103213511
MSANTD3-TMEFF1	chr9	103204553	103339918
MSANTD4	chr11	105878629	105892954
MSC	chr8	72753784	72756703
MSGN1	chr2	17997763	17998368
MSH2	chr2	47630269	47740373
MSH3	chr5	79950467	80172279
MSH4	chr1	76262567	76378923
MSH5	chr6	31707797	31732622
MSH6	chr2	47922958	48018255
MSI1	chr12	120779133	120806983
MSI2	chr17	55333895	55762046
MSL1	chr17	38278551	38293042
MSL2	chr3	135867764	135914688
MSL3	chrX	11776278	11793870
MSLN	chr16	810762	818862
MSLNL	chr16	819428	833370
MSMB	chr10	51549498	51562517
MSMO1	chr4	166248775	166264312
MSMP	chr9	35752987	35754266
MSN	chrX	64808257	64949451
MSR1	chr8	16032772	16424871
MSRA	chr8	9911778	10286401
MSRB1	chr16	1988211	1993327
MSRB2	chr10	23384435	23410942
MSRB3	chr12	65672524	65881875
MSS51	chr10	75183339	75193319
MST1	chr3	49721380	49726486
MST1R	chr3	49924435	49941070
MST4	chrX	131157293	131209971
MSTN	chr2	190920423	190927455
MSTO1	chr1	155579979	155718153
MSX1	chr4	4861393	4865663
MSX2	chr5	174151536	174157896
MT-ATP6	chrM	8527	9207
MT-ATP8	chrM	8366	8572
MT-CO1	chrM	5904	7445
MT-CO2	chrM	7586	8269
MT-CO3	chrM	9207	9990
MT-CYB	chrM	14747	15887
MT-ND1	chrM	3307	4262
MT-ND2	chrM	4470	5511
MT-ND3	chrM	10059	10404
MT-ND4	chrM	10760	12137
MT-ND4L	chrM	10470	10766
MT-ND5	chrM	12337	14148
MT-ND6	chrM	14149	14673
MT1A	chr16	56672578	56673999
MT1B	chr16	56685811	56687116
MT1E	chr16	56659387	56661024
MT1F	chr16	56691606	56693215
MT1G	chr16	56700643	56701977
MT1H	chr16	56703726	56705041
MT1HL1	chr1	237167403	237167718
MT1M	chr16	56666145	56667898
MT1X	chr16	56716336	56718108
MT2A	chr16	56642111	56643409
MT3	chr16	56622986	56624990
MT4	chr16	56598961	56602869
MTA1	chr14	105886159	105937066
MTA2	chr11	62360686	62369312
MTA3	chr2	42721709	42984087
MTAP	chr9	21802648	21931646
MTBP	chr8	121457666	121535875
MTCH1	chr6	36935917	36954074
MTCH2	chr11	47638868	47664175
MTCP1	chrX	154293596	154376050
MTDH	chr8	98656407	98740998
MTERF	chr7	91500243	91510016
MTERFD1	chr8	97251626	97273838
MTERFD2	chr2	242028640	242041724
MTERFD3	chr12	107371069	107380944
MTF1	chr1	38275239	38325292
MTF2	chr1	93544792	93604636
MTFMT	chr15	65294845	65321965
MTFP1	chr22	30821518	30825045
MTFR1	chr8	66556974	66622791
MTFR1L	chr1	26146397	26159432
MTFR2	chr6	136552162	136571462
MTG1	chr10	135207675	135234174
MTG2	chr20	60758101	60777823
MTHFD1	chr14	64854749	64926722
MTHFD1L	chr6	151186685	151423023
MTHFD2	chr2	74425689	74444692
MTHFD2L	chr4	75023829	75168809
MTHFR	chr1	11846660	11866115
MTHFS	chr15	80137318	80189391
MTHFSD	chr16	86563783	86588841
MTIF2	chr2	55463731	55496379
MTIF3	chr13	28009776	28024739
MTL5	chr11	68474908	68519032
MTM1	chrX	149737069	149841795
MTMR1	chrX	149861847	149933576
MTMR10	chr15	31231144	31283807
MTMR11	chr1	149900546	149908791
MTMR12	chr5	32227112	32313115
MTMR14	chr3	9691117	9744077
MTMR2	chr11	95566046	95657459
MTMR3	chr22	30279158	30426855
MTMR4	chr17	56566898	56595266
MTMR6	chr13	25802307	25861704
MTMR7	chr8	17155539	17270836
MTMR8	chrX	63444187	63615333
MTMR9	chr8	11141925	11185646
MTNR1A	chr4	187454809	187476721
MTNR1B	chr11	92702950	92718232
MTO1	chr6	74171301	74218959
MTOR	chr1	11166592	11322564
MTPAP	chr10	30598730	30654262
MTPN	chr7	135611509	135662064
MTR	chr1	236958610	237067281
MTRF1	chr13	41790505	41837713
MTRF1L	chr6	153308497	153323820
MTRNR2L1	chr17	22022437	22023991
MTRNR2L10	chrX	55207824	55208944
MTRNR2L11	chr1	238107024	238108575
MTRNR2L12	chr3	96335981	96337000
MTRNR2L13	chr4	117220016	117221520
MTRNR2L2	chr5	79945819	79946855
MTRNR2L3	chr20	55933496	55934878
MTRNR2L4	chr16	3421053	3422283
MTRNR2L5	chr10	57358750	57360488
MTRNR2L6	chr7	142374104	142375550
MTRNR2L7	chr10	37890366	37891859
MTRNR2L8	chr11	10529434	10530723
MTRNR2L9	chr6	62284008	62284534
MTRR	chr5	7869217	7901237
MTSS1	chr8	125563031	125740730
MTSS1L	chr16	70695107	70719969
MTTP	chr4	100485240	100545156
MTUS1	chr8	17501304	17658426
MTUS2	chr13	29598748	30077892
MTX1	chr1	155178490	155183614
MTX2	chr2	177134147	177202753
MTX3	chr5	79275584	79287068
MUC1	chr1	155158300	155162706
MUC12	chr7	100612904	100662230
MUC13	chr3	124624289	124653595
MUC15	chr11	26580580	26593668
MUC16	chr19	8959520	9092018
MUC17	chr7	100663353	100702020
MUC19	chr12	40787197	40964562
MUC2	chr11	1074875	1104419
MUC20	chr3	195447753	195464539
MUC21	chr6	30951495	30957680
MUC22	chr6	30978251	31003179
MUC3A	chr7	100551250	100611022
MUC4	chr3	195473636	195539148
MUC5AC	chr11	1151580	1162361
MUC5B	chr11	1244296	1283406
MUC6	chr11	1012821	1036706
MUC7	chr4	71296209	71348713
MUC8	chr12	133049334	133050726
MUCL1	chr12	55233153	55252171
MUL1	chr1	20825943	20834654
MUM1	chr19	1285890	1378430
MUM1L1	chrX	105412298	105452949
MURC	chr9	103340361	103350188
MUS81	chr11	65627533	65633911
MUSK	chr9	113431059	113563859
MUSTN1	chr3	52867139	52869235
MUT	chr6	49398073	49430904
MUTYH	chr1	45794835	45806119
MVB12A	chr19	17516550	17535798
MVB12B	chr9	129089128	129269320
MVD	chr16	88718343	88729518
MVK	chr12	110011617	110035067
MVP	chr16	29831729	29859355
MX1	chr21	42792442	42831141
MX2	chr21	42733870	42780870
MXD1	chr2	70124820	70165391
MXD3	chr5	176732501	176738899
MXD4	chr4	2249159	2264021
MXI1	chr10	111967363	112047123
MXRA5	chrX	3226606	3264682
MXRA7	chr17	74668633	74707037
MXRA8	chr1	1288072	1297157
MYADM	chr19	54369611	54379682
MYADML2	chr17	79897521	79905109
MYB	chr6	135502453	135540309
MYBBP1A	chr17	4442197	4458926
MYBL1	chr8	67474410	67525484
MYBL2	chr20	42295797	42345136
MYBPC1	chr12	101988749	102079796
MYBPC2	chr19	50936160	50969578
MYBPC3	chr11	47352957	47374253
MYBPH	chr1	203136939	203144941
MYBPHL	chr1	109834987	109849663
MYC	chr8	128748330	128753674
MYCBP	chr1	39328636	39339777
MYCBP2	chr13	77618793	77901179
MYCBPAP	chr17	48585745	48608858
MYCL	chr1	40361098	40367685
MYCN	chr2	16080686	16087129
MYCT1	chr6	153019030	153045702
MYD88	chr3	38179969	38184513
MYEF2	chr15	48431625	48470714
MYEOV	chr11	69061622	69064754
MYEOV2	chr2	241065980	241075764
MYF5	chr12	81110691	81113452
MYF6	chr12	81101277	81103253
MYH1	chr17	10395624	10421860
MYH10	chr17	8377523	8534079
MYH11	chr16	15797029	15950868
MYH13	chr17	10201401	10276447
MYH14	chr19	50691443	50813047
MYH15	chr3	108099216	108248169
MYH2	chr17	10424469	10453274
MYH3	chr17	10531844	10560626
MYH4	chr17	10346607	10372876
MYH6	chr14	23851199	23877486
MYH7	chr14	23881947	23904927
MYH7B	chr20	33563206	33590240
MYH8	chr17	10293639	10325267
MYH9	chr22	36677327	36784063
MYL1	chr2	211154874	211179914
MYL10	chr7	101256605	101272576
MYL12A	chr18	3247479	3256225
MYL12B	chr18	3261907	3278282
MYL2	chr12	111348623	111358381
MYL3	chr3	46902469	46923659
MYL4	chr17	45286401	45301024
MYL5	chr4	667369	675816
MYL6	chr12	56552152	56556792
MYL6B	chr12	56546040	56551766
MYL7	chr7	44178463	44180931
MYL9	chr20	35169887	35178228
MYLIP	chr6	16129402	16148479
MYLK	chr3	123328896	123603178
MYLK2	chr20	30407111	30422492
MYLK3	chr16	46741578	46797158
MYLK4	chr6	2663871	2751200
MYLPF	chr16	30382255	30388019
MYNN	chr3	169490619	169506969
MYO10	chr5	16665395	16936372
MYO15A	chr17	18012020	18083116
MYO15B	chr17	73598598	73607014
MYO16	chr13	109248500	109860355
MYO18A	chr17	27400537	27507430
MYO18B	chr22	26138120	26427007
MYO19	chr17	34851477	34890815
MYO1A	chr12	57422301	57444549
MYO1B	chr2	192110002	192290115
MYO1C	chr17	1367392	1396106
MYO1D	chr17	30819540	31204195
MYO1E	chr15	59427113	59665099
MYO1F	chr19	8585674	8642461
MYO1G	chr7	45002265	45018697
MYO1H	chr12	109785708	109886176
MYO3A	chr10	26223196	26501456
MYO3B	chr2	171034655	171510991
MYO5A	chr15	52599480	52821247
MYO5B	chr18	47349183	47721463
MYO5C	chr15	52484519	52587995
MYO6	chr6	76458909	76629254
MYO7A	chr11	76839310	76926283
MYO7B	chr2	128293378	128395303
MYO9A	chr15	72114632	72410422
MYO9B	chr19	17186591	17324104
MYOC	chr1	171604557	171621823
MYOCD	chr17	12569306	12672266
MYOD1	chr11	17741115	17743678
MYOF	chr10	95066187	95242074
MYOG	chr1	203052260	203055164
MYOM1	chr18	3066805	3220106
MYOM2	chr8	1993155	2093380
MYOM3	chr1	24382527	24438665
MYOT	chr5	137203480	137223540
MYOZ1	chr10	75391412	75401515
MYOZ2	chr4	120056939	120108944
MYOZ3	chr5	150040444	150058927
MYPN	chr10	69865912	69971456
MYPOP	chr19	46393278	46405862
MYRF	chr11	61520121	61555990
MYRFL	chr12	70219096	70352877
MYRIP	chr3	39851096	40301812
MYSM1	chr1	59120411	59165764
MYT1	chr20	62795827	62873604
MYT1L	chr2	1792885	2334966
MYZAP	chr15	57884139	57977562
MZB1	chr5	138723257	138725603
MZF1	chr19	59073300	59084942
MZT1	chr13	73282495	73301825
MZT2A	chr2	132241533	132249995
MZT2B	chr2	130939310	130948286
N4BP1	chr16	48572637	48644120
N4BP2	chr4	40058446	40159872
N4BP2L1	chr13	32974861	33002315
N4BP2L2	chr13	33006930	33112936
N4BP3	chr5	177540444	177553088
N6AMT1	chr21	30244513	30257693
N6AMT2	chr13	21302870	21348088
NAA10	chrX	153194695	153200676
NAA11	chr4	80237807	80247204
NAA15	chr4	140222609	140312536
NAA16	chr13	41885341	41951166
NAA20	chr20	19997760	20014273
NAA25	chr12	112464500	112546826
NAA30	chr14	57857271	57882635
NAA35	chr9	88556061	88637213
NAA38	chr7	117824086	117832878
NAA40	chr11	63706468	63724800
NAA50	chr3	113435307	113465121
NAA60	chr16	3493611	3536963
NAAA	chr4	76831809	76862166
NAALAD2	chr11	89867697	89926062
NAALADL1	chr11	64812295	64826021
NAALADL2	chr3	174577070	175523428
NAB1	chr2	191513959	191557492
NAB2	chr12	57482677	57489259
NABP1	chr2	192542862	192561385
NABP2	chr12	56615799	56622816
NACA	chr12	57107323	57125412
NACA2	chr17	59667794	59668563
NACAD	chr7	45120037	45128513
NACC1	chr19	13229151	13251955
NACC2	chr9	138903205	138987131
NADK	chr1	1682671	1711508
NADK2	chr5	36192694	36241493
NADSYN1	chr11	71164155	71212862
NAE1	chr16	66851373	66907159
NAF1	chr4	164047860	164088042
NAGA	chr22	42454358	42466834
NAGK	chr2	71295718	71306935
NAGLU	chr17	40688190	40696467
NAGPA	chr16	5074845	5083935
NAGS	chr17	42081914	42086428
NAIF1	chr9	130823512	130829600
NAIP	chr5	70264310	70320514
NALCN	chr13	101706130	102068706
NAMPT	chr7	105888731	105925638
NAMPTL	chr10	36810649	36813162
NANOG	chr12	7940390	7947404
NANOGNB	chr12	7917812	7926717
NANOS1	chr10	120789228	120793854
NANOS2	chr19	46416475	46418036
NANOS3	chr19	13988063	13991571
NANP	chr20	25593571	25604811
NANS	chr9	100819021	100845357
NAP1L1	chr12	76438670	76478813
NAP1L2	chrX	72432135	72434684
NAP1L3	chrX	92925929	92928567
NAP1L4	chr11	2965667	3013607
NAP1L5	chr4	89617066	89619386
NAP1L6	chrX	72345876	72347919
NAPA	chr19	47990894	48018497
NAPB	chr20	23355159	23402125
NAPEPLD	chr7	102740223	102789679
NAPG	chr18	10526031	10552757
NAPRT1	chr8	144656955	144660783
NAPSA	chr19	50861734	50869087
NARF	chr17	80416482	80448413
NARFL	chr16	779753	791002
NARG2	chr15	60711808	60771344
NARS	chr18	55267888	55289405
NARS2	chr11	78147007	78285909
NASP	chr1	46049732	46084566
NAT1	chr8	18028183	18081197
NAT10	chr11	34127149	34168457
NAT14	chr19	55996371	55998935
NAT16	chr7	100813774	100823557
NAT2	chr8	18248755	18258728
NAT6	chr3	50333833	50336847
