geneid	chr	left	right	source
LUC7L	chr16	178971	219463	protein_coding
LUC7L2	chr7	138695174	138758738	protein_coding
LUM	chr12	90021363	90029673	protein_coding
LUZP1	chr1	23289507	23367897	protein_coding
LUZP2	chr11	24475366	25060753	protein_coding
LXN	chr3	159866900	159873176	protein_coding
LY6D	chr8	143863300	143865010	protein_coding
LY6E	chr8	144171300	144175199	protein_coding
LY6G5C	chr6	31752440	31759796	protein_coding
LY6G6C	chr6	31794404	31797489	protein_coding
LY6G6D	chr6	31782660	31793674	protein_coding
LY6G6E	chr6	31787527	31789821	protein_coding
LY6H	chr8	144310709	144313120	protein_coding
LY6K	chr8	143778533	143782602	protein_coding
LY75	chr2	160336608	160469467	protein_coding
LY86	chr6	6533340	6600215	protein_coding
LY9	chr1	159032552	159064663	protein_coding
LY96	chr8	75066141	75103859	protein_coding
LYAR	chr4	4320340	4342774	protein_coding
LYCAT	chr2	30523627	30720594	protein_coding
LYG1	chr2	99267152	99287637	protein_coding
LYG2	chr2	99225149	99238002	protein_coding
LYL1	chr19	13070848	13074681	protein_coding
LYN	chr8	56954948	57086493	protein_coding
LYNX1	chr8	143843025	143854377	protein_coding
LYPD1	chr2	133118807	133144951	protein_coding
LYPD2	chr8	143828581	143830933	protein_coding
LYPD3	chr19	48656786	48661671	protein_coding
LYPD4	chr19	47032988	47040576	protein_coding
LYPD5	chr19	48992235	48998439	protein_coding
LYPD6	chr2	149894745	150038383	protein_coding
LYPD6B	chr2	149603227	149780022	protein_coding
LYPLA1	chr8	55121492	55177130	protein_coding
LYPLA2	chr1	23990233	23994614	protein_coding
LYPLA3	chr16	66836748	66852460	protein_coding
LYPLAL1	chr1	217413840	217452830	protein_coding
LYRM1	chr16	20819927	20843827	protein_coding
LYRM2	chr6	90398666	90405195	protein_coding
LYRM4	chr6	5053653	5206167	protein_coding
LYRM5	chr12	25239417	25249215	protein_coding
LYRM7	chr5	130534535	130564905	protein_coding
LYSMD1	chr1	149398849	149404960	protein_coding
LYSMD2	chr15	49802554	49817608	protein_coding
LYSMD3	chr5	89847200	89861157	protein_coding
LYSMD4	chr15	98085137	98091149	protein_coding
LYST	chr1	233890964	234096843	protein_coding
LYVE1	chr11	10535989	10546941	protein_coding
LYZ	chr12	68028401	68034280	protein_coding
LYZL1	chr10	29617996	29640163	protein_coding
LYZL2	chr10	30940721	30958697	protein_coding
LYZL4	chr3	42413581	42427069	protein_coding
LYZL6	chr17	31285661	31294787	protein_coding
LZIC	chr1	9911584	9925974	protein_coding
LZTFL1	chr3	45840461	45858625	protein_coding
LZTR1	chr22	19666558	19683325	protein_coding
LZTS1	chr8	20147956	20205754	protein_coding
LZTS2	chr10	102746955	102757575	protein_coding
M6PR	chr12	8984243	8993519	protein_coding
M6PRBP1	chr19	4789346	4818676	protein_coding
MAB21L1	chr13	34946404	34949346	protein_coding
MAB21L2	chr4	151722753	151725293	protein_coding
MACC1	chr7	20140813	20223538	protein_coding
MACF1	chr1	39322426	39725376	protein_coding
MACROD1	chr11	63522607	63690109	protein_coding
MAD1L1	chr7	1821956	2239404	protein_coding
MAD2L1	chr4	121200040	121207411	protein_coding
MAD2L1BP	chr6	43708667	43716664	protein_coding
MAD2L2	chr1	11657132	11674294	protein_coding
MADCAM1	chr19	447490	456340	protein_coding
MADD	chr11	47247775	47314521	protein_coding
MAEA	chr4	1273672	1323924	protein_coding
MAEL	chr1	165224975	165258071	protein_coding
MAF	chr16	78185729	78192112	protein_coding
MAF1	chr8	145231293	145234501	protein_coding
MAFA	chr8	144582658	144583719	protein_coding
MAFB	chr20	38747902	38751294	protein_coding
MAFF	chr22	36927944	36942456	protein_coding
MAFG	chr17	77469441	77478879	protein_coding
MAFK	chr7	1536894	1549205	protein_coding
MAG	chr19	40474868	40496547	protein_coding
MAGEF1	chr3	185911380	185912303	protein_coding
MAGI1	chr6	154768003	154873445	protein_coding
MAGI2	chr7	77484310	78920572	protein_coding
MAGI3	chr1	113734998	114030058	protein_coding
MAGOH	chr1	53465154	53476795	protein_coding
MAGOHB	chr12	10648061	10657450	protein_coding
MAK	chr6	10870942	10946714	protein_coding
MAK10	chr9	87745877	87827023	protein_coding
MAK16	chr8	33462259	33478317	protein_coding
MAL	chr2	95055156	95083462	protein_coding
MAL2	chr8	120289893	120327090	protein_coding
MALL	chr2	110198738	110231432	protein_coding
MALT1	chr18	54489598	54568350	protein_coding
MAMDC1	chr14	46379045	47213703	protein_coding
MAMDC2	chr9	71848340	72031708	protein_coding
MAMDC4	chr9	138866640	138875070	protein_coding
MAML1	chr5	179092472	179156118	protein_coding
MAML2	chr11	95351088	95466334	protein_coding
MAML3	chr4	140859927	141031580	protein_coding
MAN1A1	chr6	119540968	119712625	protein_coding
MAN1A2	chr1	117711594	117870684	protein_coding
MAN1B1	chr9	139101200	139123460	protein_coding
MAN1C1	chr1	25816546	25983845	protein_coding
MAN2A1	chr5	109053055	109231328	protein_coding
MAN2A2	chr15	89248424	89266818	protein_coding
MAN2B1	chr19	12618322	12638828	protein_coding
MAN2B2	chr4	6627803	6675089	protein_coding
MAN2C1	chr15	73435186	73447994	protein_coding
MANBA	chr4	103771691	103901196	protein_coding
MANBAL	chr20	35351465	35379073	protein_coding
MANEA	chr6	96132134	96164047	protein_coding
MANEAL	chr1	38032361	38045938	protein_coding
MANSC1	chr12	12373485	12394436	protein_coding
MAP1A	chr15	41590448	41611110	protein_coding
MAP1B	chr5	71438874	71536822	protein_coding
MAP1LC3A	chr20	32598353	32611810	protein_coding
MAP1LC3B	chr16	85983320	85995870	protein_coding
MAP1LC3B2	chr12	115481569	115498808	protein_coding
MAP1LC3C	chr1	240225415	240228998	protein_coding
MAP1S	chr19	17691291	17706322	protein_coding
MAP2	chr2	209997016	210307079	protein_coding
MAP2K1	chr15	64466674	64570935	protein_coding
MAP2K1IP1	chr4	101021394	101034726	protein_coding
MAP2K2	chr19	4041331	4075126	protein_coding
MAP2K3	chr17	21128561	21159118	protein_coding
MAP2K4	chr17	11864866	11987865	protein_coding
MAP2K5	chr15	65622075	65886506	protein_coding
MAP2K6	chr17	64922433	65050046	protein_coding
MAP2K7	chr19	7874765	7885362	protein_coding
MAP3K1	chr5	56146657	56227730	protein_coding
MAP3K10	chr19	45389491	45413314	protein_coding
MAP3K11	chr11	65121802	65138296	protein_coding
MAP3K12	chr12	52160547	52179538	protein_coding
MAP3K13	chr3	186563664	186683293	protein_coding
MAP3K14	chr17	40696271	40750197	protein_coding
MAP3K19	chr1	231530137	231587517	protein_coding
MAP3K2	chr2	127772776	127862511	protein_coding
MAP3K3	chr17	59053533	59127399	protein_coding
MAP3K4	chr6	161332812	161471907	protein_coding
MAP3K5	chr6	136919884	137155349	protein_coding
MAP3K6	chr1	27554267	27565970	protein_coding
MAP3K7	chr6	91282074	91353628	protein_coding
MAP3K7IP1	chr22	38125705	38163078	protein_coding
MAP3K7IP2	chr6	149680756	149774440	protein_coding
MAP3K8	chr10	30762872	30790768	protein_coding
MAP3K9	chr14	70264605	70345641	protein_coding
MAP4	chr3	47867190	48105715	protein_coding
MAP4K1	chr19	43770121	43800483	protein_coding
MAP4K2	chr11	64313185	64327289	protein_coding
MAP4K3	chr2	39329930	39517797	protein_coding
MAP4K4	chr2	101680920	101877583	protein_coding
MAP4K5	chr14	49954999	50069126	protein_coding
MAP6	chr11	74975612	75057127	protein_coding
MAP6D1	chr3	185016364	185026059	protein_coding
MAP7	chr6	136705566	136913485	protein_coding
MAP7D1	chr1	36394153	36419037	protein_coding
MAP9	chr4	156483260	156517572	protein_coding
MAPK1	chr22	20443946	20551970	protein_coding
MAPK10	chr4	87156655	87593320	protein_coding
MAPK11	chr22	49044271	49050949	protein_coding
MAPK12	chr22	49033458	49042216	protein_coding
MAPK13	chr6	36206240	36215820	protein_coding
MAPK14	chr6	36103551	36186513	protein_coding
MAPK15	chr8	144870417	144876616	protein_coding
MAPK1IP1L	chr14	54588110	54606665	protein_coding
MAPK3	chr16	30032928	30042131	protein_coding
MAPK4	chr18	46340482	46512194	protein_coding
MAPK6	chr15	50098739	50145751	protein_coding
MAPK7	chr17	19221659	19227445	protein_coding
MAPK8	chr10	49184739	49317409	protein_coding
MAPK8IP1	chr11	45863778	45884591	protein_coding
MAPK8IP2	chr22	49385980	49396845	protein_coding
MAPK8IP3	chr16	1696195	1760319	protein_coding
MAPK9	chr5	179595388	179640218	protein_coding
MAPKAP1	chr9	127239494	127509334	protein_coding
MAPKAPK2	chr1	204924912	204974249	protein_coding
MAPKAPK3	chr3	50629605	50661723	protein_coding
MAPKAPK5	chr12	110764662	110815610	protein_coding
MAPKBP1	chr15	39853974	39906644	protein_coding
MAPRE1	chr20	30871437	30901871	protein_coding
MAPRE2	chr18	30875379	30975820	protein_coding
MAPRE3	chr2	27047029	27103590	protein_coding
MAPT	chr17	41327624	41461547	protein_coding
MARCH1	chr4	164667738	164994733	protein_coding
MARCH10	chr17	58132408	58239437	protein_coding
MARCH11	chr5	16120474	16232654	protein_coding
MARCH2	chr19	8384187	8409895	protein_coding
MARCH3	chr5	126233454	126394149	protein_coding
MARCH4	chr2	216830834	216944995	protein_coding
MARCH5	chr10	94040900	94103701	protein_coding
MARCH6	chr5	10406828	10488491	protein_coding
MARCH7	chr2	160277256	160333329	protein_coding
MARCH8	chr10	45272823	45410360	protein_coding
MARCH9	chr12	56435167	56439956	protein_coding
MARCKS	chr6	114285249	114289673	protein_coding
MARCKSL1	chr1	32572028	32574421	protein_coding
MARCO	chr2	119416215	119468706	protein_coding
MARK1	chr1	218768191	218904421	protein_coding
MARK2	chr11	63363467	63433621	protein_coding
MARK3	chr14	102921524	103039917	protein_coding
MARK4	chr19	50446682	50500381	protein_coding
MARS	chr12	56168118	56196700	protein_coding
MARS2	chr2	198278332	198281358	protein_coding
MARVELD1	chr10	99463471	99467895	protein_coding
MARVELD2	chr5	68746710	68773646	protein_coding
MARVELD3	chr16	70217571	70233367	protein_coding
MAS1	chr6	160247964	160249098	protein_coding
MAS1L	chr6	29562522	29563658	protein_coding
MAS1LP	chr6	29550781	29551827	unprocessed_pseudogene
MASP1	chr3	188418632	188492446	protein_coding
MASP2	chr1	11008649	11029876	protein_coding
MAST1	chr19	12810348	12846765	protein_coding
MAST2	chr1	46041872	46274383	protein_coding
MAST3	chr19	18069603	18123499	protein_coding
MAST4	chr5	65927943	66501179	protein_coding
MASTL	chr10	27484298	27515854	protein_coding
MAT1A	chr10	82021557	82039414	protein_coding
MAT2A	chr2	85619799	85625912	protein_coding
MAT2B	chr5	162862809	162878904	protein_coding
MATK	chr19	3728968	3752810	protein_coding
MATN1	chr1	30958583	30969474	protein_coding
MATN2	chr8	98950487	99117116	protein_coding
MATN3	chr2	20055353	20075936	protein_coding
MATN4	chr20	43355500	43370334	protein_coding
MATR3	chr5	138637691	138694027	protein_coding
MAX	chr14	64542645	64638980	protein_coding
MAZ	chr16	29725356	29730003	protein_coding
MB	chr22	34332757	34349347	protein_coding
MBD1	chr18	46049215	46062142	protein_coding
MBD2	chr18	49934573	50005156	protein_coding
MBD3	chr19	1527678	1543652	protein_coding
MBD3L1	chr19	8814332	8814995	protein_coding
MBD3L2	chr19	7000350	7002781	protein_coding
MBD4	chr3	130632483	130641542	protein_coding
MBD5	chr2	148495050	148987490	protein_coding
MBD6	chr12	56202926	56210198	protein_coding
MBIP	chr14	35837522	35859596	protein_coding
MBL2	chr10	54195149	54201466	protein_coding
MBNL1	chr3	153468519	153666258	protein_coding
MBNL2	chr13	96671689	96844375	protein_coding
MBOAT1	chr6	20208914	20320649	protein_coding
MBOAT2	chr2	8914152	9061327	protein_coding
MBOAT4	chr8	30109001	30109990	protein_coding
MBP	chr18	72819771	72973788	protein_coding
MBTD1	chr17	46609785	46692426	protein_coding
MBTPS1	chr16	82644872	82708018	protein_coding
MC2R	chr18	13872043	13905535	protein_coding
MC3R	chr20	54257195	54258278	protein_coding
MC4R	chr18	56189323	56190988	protein_coding
MC5R	chr18	13815543	13816861	protein_coding
MCAM	chr11	118684444	118693050	protein_coding
MCART1	chr9	37877601	37894107	protein_coding
MCART2	chr18	27593729	27594622	protein_coding
MCAT	chr22	41858156	41869347	protein_coding
MCC	chr5	112390898	112852010	protein_coding
MCCC1	chr3	184215702	184300059	protein_coding
MCCC2	chr5	70918910	70988981	protein_coding
MCCD1	chr6	31604718	31605987	protein_coding
MCCD1P1	chr6	29983539	29984401	unprocessed_pseudogene
MCCD1P2	chr6	30070193	30071070	unprocessed_pseudogene
MCEE	chr2	71190322	71210875	protein_coding
MCF2L	chr13	112596693	112799176	protein_coding
MCF2L2	chr3	184378525	184628549	protein_coding
MCFD2	chr2	46985601	47022375	protein_coding
MCHR1	chr22	39405045	39408764	protein_coding
MCHR2	chr6	100474507	100548820	protein_coding
MCL1	chr1	148813661	148818760	protein_coding
MCM10	chr10	13243587	13293106	protein_coding
MCM2	chr3	128799943	128823966	protein_coding
MCM3	chr6	52236771	52257541	protein_coding
MCM3AP	chr21	46479475	46530639	protein_coding
MCM3APAS	chr21	46473573	46496034	protein_coding
MCM4	chr8	49036047	49052621	protein_coding
MCM5	chr22	34126116	34150494	protein_coding
MCM6	chr2	136313674	136350481	protein_coding
MCM7	chr7	99528340	99537363	protein_coding
MCM8	chr20	5879298	5923827	protein_coding
MCM9	chr6	119254628	119298002	protein_coding
MCOLN1	chr19	7493512	7504864	protein_coding
MCOLN2	chr1	85163855	85235384	protein_coding
MCOLN3	chr1	85256354	85286757	protein_coding
MCPH1	chr8	6251529	6493434	protein_coding
MCRS1	chr12	48238355	48248178	protein_coding
MCTP1	chr5	94068957	94646035	protein_coding
MCTP2	chr15	92575955	92824636	protein_coding
MDC1	chr6	30775564	30793437	protein_coding
MDFI	chr6	41712784	41729955	protein_coding
MDFIC	chr7	114349445	114446501	protein_coding
MDGA1	chr6	37708262	37773744	protein_coding
MDH1	chr2	63669626	63687832	protein_coding
MDH1B	chr2	207310732	207338295	protein_coding
MDH2	chr7	75515329	75533864	protein_coding
MDK	chr11	46358882	46361951	protein_coding
MDM1	chr12	66974613	67012379	protein_coding
MDM2	chr12	67488247	67520481	protein_coding
MDM4	chr1	202773665	202862753	protein_coding
MDN1	chr6	90409952	90586163	protein_coding
MDS1	chr3	170581663	170582016	protein_coding
MDS2	chr1	23826411	23839643	protein_coding
ME1	chr6	83976827	84197498	protein_coding
ME2	chr18	46659433	46728256	protein_coding
ME3	chr11	85829798	86061075	protein_coding
MEA1	chr6	43087943	43089596	protein_coding
MECR	chr1	29391972	29430041	protein_coding
MED10	chr5	6425040	6431639	protein_coding
MED11	chr17	4581457	4583637	protein_coding
MED12L	chr3	152287366	152634500	protein_coding
MED13	chr17	57374749	57497425	protein_coding
MED13L	chr12	114880766	115199526	protein_coding
MED15	chr22	19191886	19271918	protein_coding
MED16	chr19	818964	844218	protein_coding
MED17	chr11	93157053	93186144	protein_coding
MED18	chr1	28528136	28535060	protein_coding
MED19	chr11	57227765	57236249	protein_coding
MED21	chr12	27066750	27073949	protein_coding
MED22	chr9	135197577	135204793	protein_coding
MED25	chr19	55013358	55033848	protein_coding
MED26	chr19	16546718	16600015	protein_coding
MED27	chr9	133725315	133945074	protein_coding
MED28	chr4	17225371	17235258	protein_coding
MED29	chr19	44573803	44583041	protein_coding
MED30	chr8	118602211	118621680	protein_coding
MED31	chr17	6487357	6495678	protein_coding
MED4	chr13	47548093	47567241	protein_coding
MED6	chr14	70120710	70137137	protein_coding
MED8	chr1	43622176	43628070	protein_coding
MED9	chr17	17321025	17337259	protein_coding
MEF2A	chr15	97923712	98074131	protein_coding
MEF2B	chr19	19117379	19163937	protein_coding
MEF2C	chr5	88051922	88214780	protein_coding
MEF2D	chr1	154700146	154737153	protein_coding
MEFV	chr16	3232029	3246628	protein_coding
MEG3	chr14	100362216	100397098	protein_coding
MEGF10	chr5	126654514	126824807	protein_coding
MEGF11	chr15	63974688	64333139	protein_coding
MEGF6	chr1	3394373	3517919	protein_coding
MEGF8	chr19	47521601	47574761	protein_coding
MEGF9	chr9	122402912	122516457	protein_coding
MEI1	chr22	40425449	40525404	protein_coding
MEIG1	chr10	15041444	15054856	protein_coding
MEIS1	chr2	66516036	66653395	protein_coding
MEIS2	chr15	34970525	35189740	protein_coding
MEIS3	chr19	52598204	52614597	protein_coding
MEIS3P1	chr17	15630889	15632778	pseudogene
MEIS3P2	chr17	20432963	20434605	protein_coding
MELK	chr9	36562873	36667678	protein_coding
MEMO1	chr2	31946396	32089547	protein_coding
MEN1	chr11	64327572	64335342	protein_coding
MEOX1	chr17	39073296	39094788	protein_coding
MEOX2	chr7	15617368	15692833	protein_coding
MEP1A	chr6	46869053	46915478	protein_coding
MEP1B	chr18	28023985	28054362	protein_coding
MEPCE	chr7	99865190	99869676	protein_coding
MEPE	chr4	88973093	88986968	protein_coding
MERTK	chr2	112372662	112503413	protein_coding
MESDC1	chr15	79081028	79083400	protein_coding
MESDC2	chr15	79055150	79069260	protein_coding
MESP1	chr15	88094111	88095547	protein_coding
MESP2	chr15	88120593	88122979	protein_coding
MEST	chr7	129913282	129933363	protein_coding
MET	chr7	116099682	116225676	protein_coding
METAP1	chr4	100135903	100202976	protein_coding
METAP2	chr12	94391953	94433746	protein_coding
METRN	chr16	705174	707479	protein_coding
METRNL	chr17	78630856	78646005	protein_coding
METT10D	chr17	2266102	2361950	protein_coding
METT11D1	chr14	20527805	20535032	protein_coding
METT5D1	chr11	28086371	28311630	protein_coding
METTL1	chr12	56448635	56452155	protein_coding
METTL10	chr10	126437396	126470429	protein_coding
METTL11A	chr9	131410984	131438030	protein_coding
METTL11B	chr1	168381873	168403501	protein_coding
METTL2A	chr17	57854996	57881186	protein_coding
METTL2B	chr7	127904019	127930187	protein_coding
METTL3	chr14	21036123	21049297	protein_coding
METTL4	chr18	2527525	2561489	protein_coding
METTL5	chr2	170374837	170389661	protein_coding
METTL6	chr3	15426381	15444046	protein_coding
METTL7A	chr12	49604801	49612567	protein_coding
METTL7B	chr12	54361686	54364659	protein_coding
METTL8	chr2	171888543	171998842	protein_coding
METTL9	chr16	21518357	21576292	protein_coding
MEX3C	chr18	46954918	46977688	protein_coding
MFAP1	chr15	41884025	41904243	protein_coding
MFAP2	chr1	17173590	17179760	protein_coding
MFAP3	chr5	153398752	153414783	protein_coding
MFAP3L	chr4	171144325	171184004	protein_coding
MFAP4	chr17	19227349	19231086	protein_coding
MFAP5	chr12	8689807	8706700	protein_coding
MFF	chr2	227898199	227930793	protein_coding
MFGE8	chr15	87242920	87257614	protein_coding
MFHAS1	chr8	8679409	8788541	protein_coding
MFI2	chr3	198214640	198241083	protein_coding
MFN1	chr3	180548174	180593700	protein_coding
MFN2	chr1	11962956	11996154	protein_coding
MFNG	chr22	36195054	36212385	protein_coding
MFRP	chr11	118714862	118722579	protein_coding
MFSD1	chr3	160002606	160030198	protein_coding
MFSD11	chr17	72245378	72286931	protein_coding
MFSD2	chr1	40193407	40208214	protein_coding
MFSD3	chr8	145705271	145707387	protein_coding
MFSD4	chr1	203804785	203837960	protein_coding
MFSD5	chr12	51931704	51934138	protein_coding
MFSD6	chr2	190981326	191075286	protein_coding
MFSD6L	chr17	8641403	8643163	protein_coding
MFSD7	chr4	665614	673127	protein_coding
MFSD8	chr4	129061027	129106554	protein_coding
MFSD9	chr2	102700106	102719745	protein_coding
MGA	chr15	39739902	39849433	protein_coding
MGAM	chr7	141342148	141453015	protein_coding
MGAT1	chr5	180150147	180175147	protein_coding
MGAT2	chr14	49157239	49159948	protein_coding
MGAT3	chr22	38183271	38218143	protein_coding
MGAT4A	chr2	98602001	98714021	protein_coding
MGAT4B	chr5	179156711	179166547	protein_coding
MGAT4C	chr12	84896487	84967646	protein_coding
MGAT5	chr2	134594223	134928662	protein_coding
MGAT5B	chr17	72376393	72458060	protein_coding
